OFFICE,PROPERTY_ADDRESS,CITY,STATE,ZIP_POSTAL_CODE,ACTUAL_CLOSE_DATE,SALES_ID
0001,7907 N. 167th St.,Bennington,NE,68007,8/2/2022,232
0004,7910 North 164th Street,Bennington,NE,68007,6/16/2022,10047
0004,7925 N 164th St,Bennington,NE,68007,2/8/2022,262
0001,7940 North 154th Avenue,Bennington,NE,68007,1/27/2022,10052
0001,8005 North 166th Street,Bennington,NE,68007,3/3/2022,232
0001,8008 N. 166th St.,Bennington,NE,68007,4/29/2022,232
0004,8030 N 150th,Bennington,NE,68007,11/22/2022,382
0004,8106 North 146th Street,Bennington,NE,68007,8/25/2022,529
0004,8109 North 147th Street,Bennington,NE,68007,7/8/2022,281
0001,8122 North 146th Street,Bennington,NE,68007,7/1/2022,10010
0004,8202 N 172nd Street,Bennington,NE,68007,8/4/2022,219
0004,8229 N 147th St,Bennington,NE,68007,11/4/2022,262
0001,8464 N 155th St,Bennington,NE,68007,10/7/2022,81
0001,8504 North 177th Street,Bennington,NE,68007,3/18/2022,161
0001,8508 N 171st Street,Bennington,NE,68007,6/2/2022,10046
0001,8510 North 177th Street,Bennington,NE,68007,6/27/2022,161
0005,8602 North 177th Street,Bennington,NE,68007,3/8/2022,161
0005,8602 North 177th Street,Bennington,NE,68007,3/8/2022,161
0001,8610 North 177th Street,Bennington,NE,68007,2/9/2022,161
0001,8618 North 177th St,Bennington,NE,68007,2/1/2022,161
0004,8650 North 177th Street,Bennington,NE,68007,6/30/2022,161
0004,8708 N 177th Street,Bennington,NE,68007,5/10/2022,161
0004,8715 North 177th Street,Bennington,NE,68007,6/27/2022,161
0005,8803 North 177th street,Bennington,NE,68007,12/12/2022,161
0005,8803 North 177th street,Bennington,NE,68007,12/12/2022,161
0001,8808 North 177th Street,Bennington,NE,68007,2/14/2022,161
0001,8815 North 177th Street,Bennington,NE,68007,9/9/2022,161
0004,8825 North 161st Avenue,Bennington,NE,68007,12/29/2022,450
0004,8825 North 161st Avenue,Bennington,NE,68007,12/29/2022,64
0004,8925 N 169th Avenue,Bennington,NE,68007,5/20/2022,10047
0004,9019 N 169th Street,Bennington,NE,68007,7/27/2022,10047
0005,1036 North 25th Avenue,Blair,NE,68008,9/26/2022,322
0003,10574 Bobwhite Loop,Blair,NE,68008,10/21/2022,287
0004,1112 Highland Drive,Blair,NE,68008,10/5/2022,195
0004,1162 Joann Drive,Blair,NE,68008,11/11/2022,382
0004,1164 Joann Drive,Blair,NE,68008,11/11/2022,382
0001,1242 Colfax Street,Blair,NE,68008,1/24/2022,10010
0003,1267 Jackson Street,Blair,NE,68008,6/10/2022,168
0004,15955 County Road P10,Blair,NE,68008,1/26/2022,10047
0004,1953 Lincoln Street,Blair,NE,68008,8/2/2022,241
0004,2250 Front Street,Blair,NE,68008,3/24/2022,74
0005,255 North 22nd Street,Blair,NE,68008,8/2/2022,332
0005,255 North 22nd Street,Blair,NE,68008,6/24/2022,332
0004,2726 and 2732 Viking Circle,Blair,NE,68008,8/10/2022,64
0004,2872 Krejci Blvd,Blair,NE,68008,10/7/2022,382
0001,2923 County Road 33,Blair,NE,68008,7/26/2022,66
0001,4735 Steavenson Loop,Blair,NE,68008,12/20/2022,66
0003,527 N 22nd Street,Blair,NE,68008,9/2/2022,556
0004,674 & 712 N 27th Street,Blair,NE,68008,12/30/2022,394
0004,7462 Timber Lane,Blair,NE,68008,7/5/2022,490
0001,8297 County Road P37,Blair,NE,68008,9/21/2022,363
0004,837 N 12th St,Blair,NE,68008,10/14/2022,74
0004,Tract 1 &2 S 1/2 SW 1/4 29-18-12,Blair,NE,68008,5/19/2022,219
0001,20542 Hartman Avenue,Elkhorn,NE,68022,10/7/2022,303
0003,1302 N 209th Street,Elkhorn,NE,68022,8/26/2022,471
0004,1311 S 209th Circle,Elkhorn,NE,68022,12/15/2022,10052
0004,1714 S 221st Street,Elkhorn,NE,68022,6/30/2022,10047
0001,1808 S 208th Street,Elkhorn,NE,68022,5/27/2022,10010
0001,18107 Gretchen Avenue,Elkhorn,NE,68022,4/22/2022,232
0001,18107 Gretchen Avenue,Elkhorn,NE,68022,4/22/2022,232
0001,18115 Locust Street,Elkhorn,NE,68022,3/15/2022,232
0001,18213 Locust Street,Elkhorn,NE,68022,4/13/2022,232
0001,18250 Farnam Street,Elkhorn,NE,68022,10/14/2022,501
0001,18250 Farnam Street,Elkhorn,NE,68022,10/14/2022,262
0004,18311 Patrick Avenue,Elkhorn,NE,68022,6/9/2022,262
0003,18363 Lake Circle,Elkhorn,NE,68022,7/8/2022,10056
0004,18419 Jackson Street,Elkhorn,NE,68022,12/9/2022,382
0004,18809 Larimore Street,Elkhorn,NE,68022,12/2/2022,64
0004,19815 Mason Street,Elkhorn,NE,68022,7/11/2022,64
0001,20606 Ellison Avenue,Elkhorn,NE,68022,1/27/2022,232
0001,20620 Ellison Ave.,Elkhorn,NE,68022,6/15/2022,232
0001,20714 Ellison Avenue,Elkhorn,NE,68028,5/5/2022,232
0004,20816 Ellison Avenue,Elkhorn,NE,68022,12/29/2022,232
0001,20820 Ellison Ave.,ELkhorn,NE,68022,12/22/2022,232
0004,20831 Clark Street,Elkhorn,NE,68022,10/7/2022,382
0001,20854 Ellison Avenue,Elkhorn,NE,68022,5/4/2022,232
0001,20858 Ellison Avenue,Elkhorn,NE,68022,4/14/2022,232
0004,20862 Ellison Avenue,Elkhorn,NE,68022,2/28/2022,232
0001,20866 Ellison Ave,Elkhorn,NE,68022,5/13/2022,232
0001,20902 Ellison Ave.,Elkhorn,NE,68022,7/20/2022,232
0004,20906 Ellison Avenue,Elkhorn,NE,68022,7/22/2022,232
0004,20906 Ellison Avenue,Elkhorn,NE,68022,7/22/2022,161
0001,20950 Polk Street,Elkhorn,NE,68022,6/10/2022,232
0001,20982 Polk St,Elkhorn,NE,68022,8/23/2022,232
0004,21001 X Street,Elkhorn,NE,68022,2/28/2022,258
0004,21010 Arbor Court,Elkhorn,NE,68022,8/24/2022,10047
0004,21055 Monroe Street,Elkhorn,NE,68022,10/28/2022,74
0004,21135 Arbor Court,Elkhorn,NE,68022,9/6/2022,10052
0004,21165 C Street,Elkhorn,NE,68022,10/5/2022,345
0004,21202 B Street,Elkhorn,NE,68022,3/2/2022,290
0004,21202 B Street,Elkhorn,NE,68022,3/2/2022,290
0004,21312 E Street,Elkhorn,NE,68022,9/30/2022,232
0004,21324 A. Street,Elkhorn,NE,68022,9/16/2022,232
0004,21324 Grover Street,Elkhorn,NE,68022,7/29/2022,10052
0004,21324 Grover Street,Elkhorn,NE,68022,7/29/2022,10047
0004,21371 Blaine Street,Elkhorn,NE,68022,8/22/2022,10052
0003,21378 Blaine,Elkhorn,NE,68022,4/25/2022,10034
0004,21420 B Street,Elkhorn,NE,68022,7/22/2022,160
0004,21502 B Street,Elkhorn,NE,68022,8/1/2022,345
0004,2405 South 219th Street,Elkhorn,NE,68022,6/10/2022,10052
0001,2614 North 185th Street,Elkhorn,NE,68022,4/15/2022,232
0001,2616 North 186th Street,Elkhorn,NE,68022,3/31/2022,232
0001,2702 North 186th Street,Elkhorn,NE,68022,3/3/2022,232
0001,2708 N. 181st St.,Elkhorn,NE,68022,8/1/2022,232
0001,2708 North 186th Street,Elkhorn,NE,68022,1/28/2022,232
0004,2711 Big Elk Parkway,Elkhorn,NE,68022,10/28/2022,232
0004,2712 N. 182nd Avenue,Elkhorn,NE,68022,10/7/2022,232
0001,2720 North 181st Street,Elkhorn,NE,68022,6/2/2022,232
0004,2730 N. 182nd Ave.,Elkhorn,NE,68022,6/14/2022,232
0004,2736 N 182nd Avenue,Elkhorn,NE,68022,8/19/2022,232
0004,2738 N. 182nd Street,Elkhorn,NE,68022,12/7/2022,232
0004,2743 North 182nd Street,Elkhorn,NE,68022,9/8/2022,10052
0004,2748 N. 182nd Avenue,Elkhorn,NE,68022,11/18/2022,232
0001,2908 N. 185th Avenue,Elkhorn,NE,68022,5/19/2022,232
0001,2914 N. 185th Ave,Elkhorn,NE,68022,5/20/2022,232
0004,3009 N 183rd Street,Elkhorn,NE,68022,9/9/2022,10052
0004,3463 Piney Creek Drive,Elkhorn,NE,68022,9/28/2022,281
0004,3512 S 211th Street,Elkhorn,NE,68022,9/23/2022,10034
0004,3512 S 211th Street,Elkhorn,NE,68022,9/23/2022,345
0001,3520 S. 214th St.,Elkhorn,NE,68022,5/27/2022,232
0001,3526 South 214th Street,Elkhorn,NE,68022,5/5/2022,236
0004,3736 South 205th Street,Elkhorn,NE,68022,4/29/2022,475
0001,3771 North 192nd Avenue,Elkhorn,NE,68022,8/26/2022,97
0001,3808 N 191st Cir,Elkhorn,NE,68022,8/29/2022,417
0003,3810 Appaloosa Drive,Elkhorn,NE,68022,11/18/2022,556
0004,3828 South 213th Street,Elkhorn,NE,68022,2/18/2022,10052
0001,3916 S 213th Street,Elkhorn,NE,68022,4/14/2022,232
0001,414 South 198th Street,Elkhorn,NE,68022,12/30/2022,551
0003,4212 N 195th Street,Elkhorn,NE,68022,7/8/2022,474
0004,4216 South 218th Avenue,Elkhorn,NE,68022,11/4/2022,450
0004,4319 George Miller Pkwy,Elkhorn,NE,68022,6/24/2022,160
0001,4360 South 214th Street,Elkhorn,NE,68022,9/30/2022,365
0001,4402 South 220th Street,Elkhorn,NE,68022,9/16/2022,10022
0001,4407 Big Elk Parkway,Elkhorn,NE,68022,4/25/2022,232
0004,4426 S 220th Street,Elkhorn,NE,68022,11/3/2022,10047
0004,4428 N 190th Avenue,Elkhorn,NE,68022,5/25/2022,10052
0004,4619 North 192nd Avenue,Elkhorn,NE,68022,5/6/2022,475
0004,5007 North 210th Street,Elkhorn,NE,68022,6/16/2022,64
0001,5107 North 209th Avenue,Elkhorn,NE,68022,6/10/2022,10043
0001,5409 North 208th Street,Elkhorn,NE,68022,8/4/2022,232
0001,5410 North 209th Street,Elkhorn,NE,68022,8/26/2022,232
0001,5413 North 209th Street,Elkhorn,NE,68022,2/7/2022,232
0004,5414 N. 209th St.,Elkhorn,NE,68022,9/22/2022,394
0004,5414 N. 209th St.,Elkhorn,NE,68022,9/22/2022,232
0001,5415 N 207th Street,Elkhorn,NE,68022,1/3/2022,232
0001,5417 North 209th Street,Elkhorn,NE,68022,5/6/2022,232
0001,5418 North 209th Street,Elkhorn,NE,68022,6/27/2022,232
0004,5419 N. 206th Street,Elkhorn,NE,68022,8/2/2022,232
0001,5421 North 209th Street,Elkhorn,NE,68022,3/9/2022,232
0004,5422 N 207th Street,Elkhorn,NE,68022,10/7/2022,258
0001,5422 North 209th Street,Elkhorn,NE,68022,5/11/2022,232
0001,5422 North 209th Street,Elkhorn,NE,68022,5/11/2022,232
0001,5501 North 209th Street,Elkhorn,NE,68022,3/18/2022,232
0001,5502 North 206th Street,Elkhorn,NE,68022,6/9/2022,232
0001,5505 North 209th Street,Elkhorn,NE,68022,3/18/2022,232
0004,5509 North 209th Street,Elkhorn,NE,68022,7/18/2022,232
0004,5529 S 241st Circle,Elkhorn,NE,68022,2/14/2022,345
0005,5619 S 208th Street,Elkhorn,NE,68022,6/17/2022,309
0004,5714 N. 181st Ave,Elkhorn,NE,68022,11/8/2022,10047
0004,5727 North 208th Street,Elkhorn,NE,68022,6/24/2022,232
0001,5735 N 209th St,Elkhorn,NE,68022,4/15/2022,232
0004,580 S 182nd St,Elkhorn,NE,68022,1/14/2022,370
0001,5801 N. 209th Street,Elkhorn,NE,68022,5/16/2022,232
0004,5802 N. 209th Street,Elkhorn,NE,68022,10/3/2022,232
0004,5802 N. 209th Street,Elkhorn,NE,68022,10/3/2022,232
0001,5806 N. 209th Street,Elkhorn,NE,68022,9/23/2022,232
0001,5807 N. 209th St.,Elkhorn,NE,68022,4/29/2022,232
0001,5813 N. 209th St.,Elkhorn,NE,68022,4/27/2022,232
0001,5913 N. 209 Street,Elkhorn,NE,68022,6/1/2022,232
0005,6206 S 211th St,Elkhorn,NE,68022,3/22/2022,381
0004,6402 S 213th Street,Elkhorn,NE,68022,5/31/2022,10047
0001,6442 South 245th Street,Elkhorn,NE,68022,9/19/2022,10043
0004,653 S 212th Street,Elkhorn,NE,68022,9/15/2022,365
0001,6808 South 209th Ave Circle,Elkhorn,NE,68022,7/19/2022,232
0004,6811 South 209th Avenue Circle,Elkhorn,NE,68022,6/3/2022,74
0004,815 S 198th Street,Elkhorn,NE,68022,6/29/2022,97
0005,27107 Fletcher Avenue,Elmwood,NE,68349,3/11/2022,520
0005,309 North 3rd Street,Elmwood,NE,68349,9/23/2022,520
0004,5314 Bittersweet Lane,Fort Calhoun,NE,68023,5/20/2022,281
0001,5884 High Pasture Dr,Fort Calhoun,NE,68023,7/27/2022,81
0001,8629 Peppermint Lane,Fort Calhoun,NE,68023,9/2/2022,10020
0005,Part of Tax Lot 12 27-17-12,Fort Calhoun,NE,68023,5/13/2022,342
0004,1115 North Logan Street,Fremont,NE,68025,6/3/2022,10035
0001,1135 East 5th Street,Fremont,NE,68025,6/30/2022,92
0004,1495 E 2nd Street,Fremont,NE,68025,1/7/2022,74
0004,160 Pershing Rd.,Fremont,NE,68025,4/8/2022,434
0001,160 Pershing Road,Fremont,NE,68025,9/14/2022,262
0004,215 N Grant Street,Fremont,NE,68025,3/15/2022,473
0005,246 North Pebble Street,Fremont,NE,68025,10/18/2022,223
0004,322 W 21st Street,Fremont,NE,68025,9/30/2022,292
0003,550 E 4th Street,Fremont,NE,68025,1/21/2022,83
0004,7134 E Military Rd,Fremont,NE,68025,4/1/2022,72
0001,838 West 11th Street,Fremont,NE,68025,9/23/2022,530
0004,980 County Rd W S-1088,Fremont,NE,68025,9/9/2022,74
0005,980 County Road W LOT S-1070,Fremont,NE,68025,4/22/2022,10002
0001,218 North St.,Greenwood,NE,68366,5/23/2022,10036
0001,251 Pleasant Street,Greenwood,NE,68366,5/13/2022,10036
0005,537 Pleasant Street,Greenwood,NE,68366,3/25/2022,74
0004,725 E 7th Street,Greenwood,NE,68366,11/29/2022,10047
0005,10022 S 203rd St,Gretna,NE,68028,8/29/2022,333
0004,101 Michael Drive,Gretna,NE,68028,2/4/2022,490
0001,10302 South 206th Street,Gretna,NE,68028,10/7/2022,296
0004,10416 S 166th Circle,Gretna,NE,68028,8/15/2022,258
0001,11506 S 189th Street,Gretna,NE,68028,2/15/2022,384
0003,11518 S 189th Street,Gretna,NE,68028,12/16/2022,570
0003,11518 S 189th Street,Gretna,NE,68028,12/16/2022,170
0001,11528 South 190th Street,Gretna,NE,68028,9/16/2022,10055
0005,11733 South 209th Street,Gretna,NE,68028,5/27/2022,376
0005,11733 South 209th Street,Gretna,NE,68028,5/27/2022,316
0003,11810 South 210th Street,Gretna,NE,68028,8/15/2022,10061
0003,11813 S 213 Street,Gretna,NE,68028,8/9/2022,10055
0004,11909 S 212th Street,Gretna,NE,68028,3/1/2022,10052
0001,11920 S 219th Avenue,Gretna,NE,68028,9/2/2022,237
0005,12021 S 223rd Circle,Gretna,NE,68028,9/2/2022,223
0005,12102 S 206th Street,Gretna,NE,68028,9/26/2022,376
0005,12105 S. 204th Ave,Gretna,NE,68028,1/14/2022,296
0001,12110 South 206th Street,Gretna,NE,68028,6/21/2022,232
0003,12112 South 208th Avenue,Gretna,NE,68028,5/31/2022,10036
0001,12117 S 204th Avenue,Gretna,NE,68028,3/25/2022,10028
0004,12118 South 210th,Gretna,NE,68028,7/8/2022,530
0001,12122 South 206th Street,Gretna,NE,68028,2/17/2022,232
0004,12125 S 209th Avenue,Gretna,NE,68028,2/4/2022,490
0003,12207 South 210th Street,Gretna,NE,68028,3/11/2022,10055
0001,127 Wesgaye Street,Gretna,NE,68028,8/2/2022,10014
0005,131 Remington West St,Gretna,NE,68028,1/14/2022,322
0004,16916 Samantha Road,Gretna,NE,68028,7/14/2022,311
0001,16928 Jackson Avenue,Gretna,NE,68028,6/24/2022,184
0005,17213 Samantha Road,Gretna,NE,68028,5/23/2022,296
0005,18809 Briar Street,Gretna,NE,68028,11/15/2022,184
0001,19004 Sycamore Drive,Gretna,NE,68028,4/28/2022,232
0001,19010 Acorn Drive,Gretna,NE,68028,10/24/2022,232
0001,19010 Acorn Drive,Gretna,NE,68028,10/24/2022,232
0001,19014 Acorn Drive,Gretna,NE,68028,6/17/2022,232
0004,19030 Hackberry Drive,Gretna,NE,68028,2/4/2022,232
0004,19030 Hackberry Drive,Gretna,NE,68028,2/4/2022,232
0004,19108 S Hwy 31,Gretna,NE,68028,6/30/2022,74
0004,19301 Audrey Street,Gretna,NE,68028,3/31/2022,490
0004,19621 Audrey St,Gretna,NE,68028,9/27/2022,258
0004,19739 Chandler Street,Gretna,NE,68028,10/7/2022,74
0005,19813 Briar St,Gretna,NE,68028,1/14/2022,322
0005,19814 Redwood St,Gretna,NE,68028,1/14/2022,322
0004,19814 Sycamore Drive,Gretna,NE,68028,5/16/2022,448
0001,19826 Briar Street,Gretna,NE,68028,6/29/2022,232
0004,19838 Briar St,Gretna,NE,68028,6/16/2022,322
0004,19838 Briar St,Gretna,NE,68028,6/16/2022,232
0004,19851 Cottonwood St,Gretna,NE,68028,6/16/2022,322
0004,19851 Cottonwood St,Gretna,NE,68028,6/16/2022,232
0004,19855 Cottonwood St,Gretna,NE,68028,6/16/2022,322
0004,19855 Cottonwood St,Gretna,NE,68028,6/16/2022,232
0004,19859 Cottonwood St,Gretna,NE,68028,6/16/2022,322
0004,19859 Cottonwood St,Gretna,NE,68028,6/16/2022,232
0004,19863 Cottonwood St,Gretna,NE,68028,5/10/2022,322
0004,19863 Cottonwood St,Gretna,NE,68028,5/10/2022,232
0004,19904 Briar St,Gretna,NE,68028,5/10/2022,322
0004,19904 Briar St,Gretna,NE,68028,5/10/2022,232
0005,19907 Cottonwood St,Gretna,NE,68028,4/20/2022,322
0005,19907 Cottonwood St,Gretna,NE,68028,4/20/2022,232
0005,19912 Briar St,Gretna,NE,68028,1/10/2022,322
0005,19912 Briar St,Gretna,NE,68028,1/10/2022,232
0004,20029 Oak St.,Gretna,NE,68028,10/24/2022,232
0003,20231 Crystal Avenue,Gretna,NE,68028,12/28/2022,303
0001,20315 Blake Drive,Gretna,NE,68028,8/22/2022,446
0004,20459 Jeannie Lane,Gretna,NE,68028,7/22/2022,160
0001,20462 Boulder Street,Gretna,NE,68028,4/15/2022,92
0001,20515 Ventana Street,Gretna,NE,68022,9/28/2022,10043
0005,20815 Oak Street,Gretna,NE,68028,9/26/2022,309
0004,20820 Maple Street,Gretna,NE,68028,6/23/2022,74
0001,20902 Boulder Street,Gretna,NE,68028,3/3/2022,232
0001,20903 Sandstone Lane,Gretna,NE,68028,6/13/2022,232
0004,20905 Schofield Circle,Gretna,NE,68028,10/5/2022,518
0001,20906 Boulder Street,Gretna,NE,68028,2/28/2022,232
0004,20918 Maple Circle,Gretna,NE,68028,10/31/2022,232
0004,20919 McClellan Circle,Gretna,NE,68028,10/17/2022,512
0004,20919 McClellan Circle,Gretna,NE,68028,10/17/2022,477
0001,20930 Sandstone Lane,Gretna,NE,68028,2/11/2022,232
0005,21134 Castlerock Lane,Gretna,NE,68028,5/18/2022,488
0001,21314 Castlerock Lane,Gretna,NE,68028,7/8/2022,73
0001,21314 Castlerock Lane,Gretna,NE,68028,7/8/2022,73
0004,21336 Blackstone Circle,Gretna,NE,68028,7/6/2022,258
0004,21441 Parkview Drive,Gretna,NE,68028,8/26/2022,64
0001,21804 Crestline Circle,Gretna,NE,68028,4/11/2022,10015
0001,225 West Glenmore Drive,Gretna,NE,68028,1/14/2022,325
0001,233 Sycamore Circle,Gretna,NE,68028,8/12/2022,299
0005,254 S McKenna Avenue,Gretna,NE,68028,6/2/2022,296
0004,343 Michael Drive,Gretna,NE,68028,8/18/2022,530
0001,402 North Park Drive,Gretna,NE,68028,3/30/2022,10023
0001,402 North Park Drive,Gretna,NE,68028,3/30/2022,10023
0005,6210 S 210th Ave,Gretna,NE,68022,3/31/2022,492
0005,7011 S 194th St,Gretna,NE,68028,1/4/2022,184
0004,7117 South 194th Street,Gretna,NE,68028,3/2/2022,74
0005,7709 S 198th St,Gretna,NE,68028,1/14/2022,322
0004,7803 South 198th Street,Gretna,NE,68028,1/31/2022,466
0001,7805 S 199th St,Gretna,NE,68028,4/1/2022,232
0005,7811 S 198th St,Gretna,NE,68028,1/14/2022,322
0001,7820 S 196th Street,Gretna,NE,68028,4/15/2022,10043
0004,7902 S 195th St,Gretna,NE,68028,11/23/2022,434
0004,8058 South 199th Street,Gretna,NE,68028,8/25/2022,366
0005,8101 South 193rd Street,Gretna,NE,68028,6/10/2022,309
0001,9113 South 168th Avenue,Gretna,NE,68136,9/12/2022,554
0004,9336 S 232nd Circle,Gretna,NE,68028,4/28/2022,10052
0005,"Lot 158,159,203,209,218,236",Gretna,NE,68028,3/28/2022,322
0004,Lot 17 NC Industrial Park North,Gretna,NE,68028,1/11/2022,64
0001,"Lot 195, 259, 289, 290, 291, 292, 308",Gretna,NE,68028,4/11/2022,322
0004,204 West 3rd Street,Kennard,NE,68034,5/3/2022,435
0004,205 W 5th Street,Kennard,NE,68034,5/6/2022,262
0004,10016 Floyd St,La Vista,NE,68128,8/1/2022,160
0001,10215 Margo Street,La Vista,NE,68128,8/15/2022,10043
0005,10319 Emiline Street,La Vista,NE,68128,7/6/2022,316
0001,7009 South 78th Street,La Vista,NE,68128,9/9/2022,10043
0001,7009 South 78th Street,La Vista,NE,68128,9/9/2022,10043
0005,7105 Valley Road,La Vista,NE,68124,7/11/2022,223
0004,7107 South 81st Street,La Vista,NE,68128,7/25/2022,262
0005,7108 Michelle Avenue,La Vista,NE,68128,9/6/2022,353
0001,7201 Valley Road,La Vista,NE,68128,3/18/2022,520
0005,7325 Josephine Street,La Vista,NE,68128,3/10/2022,223
0005,7346 S 69th Street,La Vista,NE,68128,2/7/2022,332
0005,7411 South 93rd Street,La Vista,NE,68128,12/30/2022,376
0001,7418 South 70th Street,La Vista,NE,68128,8/5/2022,377
0001,7418 South 70th Street,La Vista,NE,68128,8/5/2022,376
0003,7426 S 70th Street,La Vista,NE,68128,10/11/2022,10056
0004,7609 Gertrude Street,La Vista,NE,68128,11/10/2022,554
0004,7714 Cottonwood Avenue,La Vista,NE,68128,2/16/2022,450
0004,7714 Cottonwood Avenue,La Vista,NE,68128,7/29/2022,450
0001,7715 Cottonwood Avenue,La Vista,NE,68128,7/8/2022,10020
0001,7717 S 75Th Ave,La Vista,NE,68128,4/22/2022,10026
0001,7717 S 75Th Ave,La Vista,NE,68128,4/22/2022,10026
0001,7736 Greenleaf Drive,La Vista,NE,68128,8/11/2022,269
0001,7808 S 93rd Street,La Vista,NE,68128,8/12/2022,237
0001,7916 S 93rd,La Vista,NE,68128,6/30/2022,237
0005,8112 South 68th Avenue Court,La Vista,NE,68128,2/28/2022,316
0004,8140 South 101st Street,La Vista,NE,68128,6/27/2022,262
0004,8208 104th Street,La Vista,NE,68128,7/29/2022,281
0001,8522 South 99th Circle,La Vista,NE,68128,5/18/2022,74
0004,8539 S 103rd St,La Vista,NE,68128,5/31/2022,281
0004,8539 S 103rd St,La Vista,NE,68128,5/31/2022,10015
0003,8608 S 100th Street,La Vista,NE,68128,10/11/2022,10056
0005,8720 South 102nd Street,La Vista,NE,68128,8/1/2022,223
0001,8730 Bayberry Road,La Vista,NE,68128,2/9/2022,491
0005,8733 Bayberry Road,La Vista,NE,68128,3/31/2022,312
0001,9811 Melissa Street,La Vista,NE,68128,3/31/2022,92
0003,7110 South 76th Street,La Vista,NE,68128,6/16/2022,168
0003,7110 South 76th Street,La Vista,NE,68128,6/16/2022,168
0005,7919 S 75th Ave,La Vista,NE,68128,6/1/2022,376
0001,8630 South 97th Street,La Vista,NE,68128,6/21/2022,10055
0001,14603 84th Street,Louisville,NE,68037,9/9/2022,250
0005,16780 114th Street,Louisville,NE,68037,10/28/2022,520
0003,202 West 7th Street,Louisville,NE,68037,5/20/2022,64
0001,513 East 2nd Street,Louisville,NE,68037,11/7/2022,10008
0001,513 East 2nd Street,Louisville,NE,68037,11/7/2022,10008
0001,513 East 2nd Street,Louisville,NE,68037,10/3/2022,10008
0004,421 2nd Street,Murdock,NE,68407,6/27/2022,74
0004,608 E Campbell Street,Murray,NE,68409,10/5/2022,10059
0004,10009 S. 177th Street,Omaha,NE,68136,5/20/2022,381
0001,10009 South 163rd Avenue,Omaha,NE,68136,1/21/2022,364
0001,10020 North 53rd St,Omaha,NE,68152,4/27/2022,66
0004,10028 S 170th Circle,Omaha,NE,68136,2/11/2022,74
0001,1003 Johnston Plaza,Omaha,NE,68108,4/28/2022,240
0001,1003 Johnston Plaza,Omaha,NE,68108,4/28/2022,240
0004,1005 S 159th Ave,Omaha,NE,68118,5/31/2022,262
0004,1006 Skyline Drive,Omaha,NE,68022,8/4/2022,10047
0001,1007 Johnston Plaza,Omaha,NE,68108,9/30/2022,240
0001,1008 Bancroft St,Omaha,NE,68108,3/15/2022,360
0001,101 N 69th St,Omaha,NE,68132,3/31/2022,446
0004,101 Stanford Circle,Omaha,NE,68108,2/24/2022,370
0001,1010 Mercer Park Road,Omaha,NE,68131,5/4/2022,10036
0001,1010 Mercer Park Road,Omaha,NE,68131,5/4/2022,169
0004,1010 S 218th Street,Omaha,NE,68022,4/4/2022,10047
0001,10102 Grover Street,Omaha,NE,68124,7/27/2022,10010
0001,10116 N 30th Avenue,Omaha,NE,68112,8/30/2022,237
0001,1012 Mercer Park Road,Omaha,NE,68131,2/11/2022,399
0001,1012 S 41st Street,Omaha,NE,68105,5/25/2022,10015
0004,1013 N 77 St,Omaha,NE,68114,10/28/2022,74
0001,1015 North 83rd Street,Omaha,NE,68114,3/29/2022,303
0003,1015 Park Avenue,Omaha,NE,68105,11/22/2022,478
0004,1018 North 67th Avenue,Omaha,NE,68132,5/27/2022,241
0004,10201 S 175th Circle,Omaha,NE,68136,6/27/2022,282
0001,10204 S 180th Avenue Circle,Omaha,NE,68136,4/15/2022,444
0001,10213 Wright Street,Omaha,NE,68124,9/30/2022,384
0004,10218 Spyglass Drive,Omaha,NE,68136,9/30/2022,10052
0001,1027 Marcy Plaza #302,Omaha,NE,68108,8/2/2022,10003
0003,10276 Prairie Road,Omaha,NE,68134,12/14/2022,10045
0003,10276 Prairie Road,Omaha,NE,68134,12/14/2022,10045
0003,10297 Fowler Avenue,Omaha,NE,68134,11/22/2022,10036
0001,103 N 54th Street,Omaha,NE,68132,11/10/2022,10015
0001,103 N 54th Street,Omaha,NE,68132,11/10/2022,81
0001,10305 N Street,Omaha,NE,68127,6/30/2022,381
0001,10305 N Street,Omaha,NE,68127,6/30/2022,81
0001,10309 N Street,Omaha,NE,68127,1/21/2022,97
0001,10310 N Street,Omaha,NE,68127,2/28/2022,92
0001,10311 Hilltop Road,Omaha,NE,68134,12/7/2022,237
0001,10324 Brookside Lane,Omaha,NE,68124,10/7/2022,446
0001,1033 S 35th St,Omaha,NE,68105,4/8/2022,10015
0001,1033 S 35th St,Omaha,NE,68105,4/8/2022,229
0001,1033 South 33rd Street,Omaha,NE,68105,5/23/2022,10026
0001,1038 N 63rd St,Omaha,NE,68132,4/8/2022,10017
0004,10409 North 152nd Avenue,Omaha,NE,68022,6/30/2022,262
0003,10411 Hilltop Road,Omaha,NE,68134,7/21/2022,350
0001,10429 Madison Street,Omaha,NE,68127,9/2/2022,10015
0004,105 N 31st Avenue #604,Omaha,NE,68131,1/6/2022,467
0005,105 North 31st Ave #905,Omaha,NE,68131,1/14/2022,335
0001,105 North 31st Avenue,Omaha,NE,68131,6/3/2022,237
0004,105 North 31st Avenue #709,Omaha,NE,68131,7/8/2022,490
0005,105 S 9 St #3023,Omaha,NE,68102,9/8/2022,283
0001,105 S 9th Street #501,Omaha,NE,68102,10/6/2022,81
0004,105 S. 9th Street #410,Omaha,NE,68102,4/15/2022,10059
